ID,Question,QuestionText,Topic,ValidResponse,BeforeNumber,BeforeResponse,AfterNumber,AfterResponse,GROUP,RACE,AGEBRACKET,EDUCATION,PARTYBEFORE,GENDER,AGE,run_0,run_1,run_2,run_3,run_4,run_5,run_6,run_7,run_8,run_9
310,Q6D,[The US should reaffirm its commitment to defend any NATO ally attacked by a hostile force.] How strongly would you oppose or favor these?,Global Position,True,9,Very strongly favor,8,Strongly favor,33,"White, non-Hispanic",30-44,BA or above,Independent,Female,41,9,9,9,9,9,9,9,9,9,9
343,Q6D,[The US should reaffirm its commitment to defend any NATO ally attacked by a hostile force.] How strongly would you oppose or favor these?,Global Position,True,5,In the middle,10,Strongly favor,33,"White, non-Hispanic",60+,BA or above,Republican,Female,68,6,6,7,7,6,7,6,7,7,7
358,Q6D,[The US should reaffirm its commitment to defend any NATO ally attacked by a hostile force.] How strongly would you oppose or favor these?,Global Position,True,8,Strongly favor,9,Very strongly favor,33,"Black, non-Hispanic",30-44,HS graduate or equivalent,Democrat,Male,43,8,8,8,8,9,8,9,8,8,8
405,Q6D,[The US should reaffirm its commitment to defend any NATO ally attacked by a hostile force.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,33,"White, non-Hispanic",60+,Some college,Independent,Female,66,10,10,10,10,9,10,9,10,10,10
451,Q6D,[The US should reaffirm its commitment to defend any NATO ally attacked by a hostile force.] How strongly would you oppose or favor these?,Global Position,True,6,Slightly favor,10,Strongly favor,33,"White, non-Hispanic",30-44,BA or above,Democrat,Female,39,7,7,7,7,7,7,7,7,7,7
513,Q6D,[The US should reaffirm its commitment to defend any NATO ally attacked by a hostile force.] How strongly would you oppose or favor these?,Global Position,True,5,In the middle,10,Strongly favor,33,"White, non-Hispanic",60+,Some college,Republican,Female,71,6,6,7,7,7,7,6,7,6,7
6,Q6E,[The US should enhance its military presence in the Asia Pacific to prevent aggression by China.] How strongly would you oppose or favor these?,Global Position,True,3,Moderately oppose,9,Very strongly favor,33,"White, non-Hispanic",60+,Some college,Independent,Male,76,2,2,2,2,4,2,2,2,2,4
28,Q6E,[The US should enhance its military presence in the Asia Pacific to prevent aggression by China.] How strongly would you oppose or favor these?,Global Position,True,5,In the middle,0,Extremely oppose,33,Hispanic,18-29,Some college,Democrat,Female,23,6,6,6,6,4,6,6,6,6,4
76,Q6E,[The US should enhance its military presence in the Asia Pacific to prevent aggression by China.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,6,Slightly favor,33,"White, non-Hispanic",60+,BA or above,Independent,Male,69,9,9,9,9,9,9,9,9,9,9
213,Q6E,[The US should enhance its military presence in the Asia Pacific to prevent aggression by China.] How strongly would you oppose or favor these?,Global Position,True,3,Moderately oppose,3,Moderately oppose,33,"White, non-Hispanic",30-44,BA or above,Independent,Male,39,2,2,2,2,4,2,2,2,2,4
310,Q6E,[The US should enhance its military presence in the Asia Pacific to prevent aggression by China.] How strongly would you oppose or favor these?,Global Position,False,77,No opinion,77,No opinion,33,"White, non-Hispanic",30-44,BA or above,Independent,Female,41,6,6,5,6,5,5,6,5,6,5
343,Q6E,[The US should enhance its military presence in the Asia Pacific to prevent aggression by China.] How strongly would you oppose or favor these?,Global Position,True,8,Strongly favor,10,Strongly favor,33,"White, non-Hispanic",60+,BA or above,Republican,Female,68,7,9,9,9,9,9,9,9,9,9
358,Q6E,[The US should enhance its military presence in the Asia Pacific to prevent aggression by China.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,5,In the middle,33,"Black, non-Hispanic",30-44,HS graduate or equivalent,Democrat,Male,43,9,9,9,9,9,9,9,9,9,9
405,Q6E,[The US should enhance its military presence in the Asia Pacific to prevent aggression by China.] How strongly would you oppose or favor these?,Global Position,True,0,Extremely oppose,10,Strongly favor,33,"White, non-Hispanic",60+,Some college,Independent,Female,66,0,0,2,0,4,0,0,2,0,0
451,Q6E,[The US should enhance its military presence in the Asia Pacific to prevent aggression by China.] How strongly would you oppose or favor these?,Global Position,True,5,In the middle,2,Strongly oppose,33,"White, non-Hispanic",30-44,BA or above,Democrat,Female,39,6,6,7,6,6,6,6,6,6,6
513,Q6E,[The US should enhance its military presence in the Asia Pacific to prevent aggression by China.] How strongly would you oppose or favor these?,Global Position,True,0,Extremely oppose,5,In the middle,33,"White, non-Hispanic",60+,Some college,Republican,Female,71,0,9,0,0,1,9,9,0,9,1
6,Q6F,[The US should recommit to the Iran Nuclear Agreement.] How strongly would you oppose or favor these?,Global Position,True,0,Extremely oppose,6,Slightly favor,33,"White, non-Hispanic",60+,Some college,Independent,Male,76,0,0,2,0,0,0,0,0,0,0
28,Q6F,[The US should recommit to the Iran Nuclear Agreement.] How strongly would you oppose or favor these?,Global Position,True,0,Extremely oppose,2,Strongly oppose,33,Hispanic,18-29,Some college,Democrat,Female,23,0,0,2,0,0,0,0,0,0,0
76,Q6F,[The US should recommit to the Iran Nuclear Agreement.] How strongly would you oppose or favor these?,Global Position,True,0,Extremely oppose,4,Slightly oppose,33,"White, non-Hispanic",60+,BA or above,Independent,Male,69,0,0,0,0,0,0,2,0,0,0
213,Q6F,[The US should recommit to the Iran Nuclear Agreement.] How strongly would you oppose or favor these?,Global Position,True,8,Strongly favor,10,Strongly favor,33,"White, non-Hispanic",30-44,BA or above,Independent,Male,39,7,7,7,7,7,9,9,7,7,9
310,Q6F,[The US should recommit to the Iran Nuclear Agreement.] How strongly would you oppose or favor these?,Global Position,True,6,Slightly favor,9,Very strongly favor,33,"White, non-Hispanic",30-44,BA or above,Independent,Female,41,7,7,7,7,7,7,7,7,7,7
343,Q6F,[The US should recommit to the Iran Nuclear Agreement.] How strongly would you oppose or favor these?,Global Position,True,0,Extremely oppose,7,Moderately favor,33,"White, non-Hispanic",60+,BA or above,Republican,Female,68,0,0,0,0,0,9,0,0,0,9
358,Q6F,[The US should recommit to the Iran Nuclear Agreement.] How strongly would you oppose or favor these?,Global Position,False,77,No opinion,10,Strongly favor,33,"Black, non-Hispanic",30-44,HS graduate or equivalent,Democrat,Male,43,6,6,5,6,6,5,5,6,5,5
405,Q6F,[The US should recommit to the Iran Nuclear Agreement.] How strongly would you oppose or favor these?,Global Position,True,0,Extremely oppose,0,Extremely oppose,33,"White, non-Hispanic",60+,Some college,Independent,Female,66,0,0,0,0,0,0,0,0,0,0
451,Q6F,[The US should recommit to the Iran Nuclear Agreement.] How strongly would you oppose or favor these?,Global Position,True,6,Slightly favor,10,Strongly favor,33,"White, non-Hispanic",30-44,BA or above,Democrat,Female,39,7,7,7,7,7,7,7,7,7,7
513,Q6F,[The US should recommit to the Iran Nuclear Agreement.] How strongly would you oppose or favor these?,Global Position,False,77,No opinion,8,Strongly favor,33,"White, non-Hispanic",60+,Some college,Republican,Female,71,6,5,5,5,4,5,5,5,5,5
6,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,0,Extremely oppose,1,Very strongly oppose,33,"White, non-Hispanic",60+,Some college,Independent,Male,76,0,0,0,0,0,0,0,4,0,0
28,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,33,Hispanic,18-29,Some college,Democrat,Female,23,10,10,10,10,9,9,9,10,10,10
76,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,2,Strongly oppose,4,Slightly oppose,33,"White, non-Hispanic",60+,BA or above,Independent,Male,69,1,1,2,1,1,2,1,1,1,1
213,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,33,"White, non-Hispanic",30-44,BA or above,Independent,Male,39,10,9,10,9,9,9,9,10,9,10
310,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,33,"White, non-Hispanic",30-44,BA or above,Independent,Female,41,10,9,10,9,9,10,9,10,10,10
343,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,5,In the middle,9,Very strongly favor,33,"White, non-Hispanic",60+,BA or above,Republican,Female,68,6,6,8,8,6,6,8,6,6,8
358,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,33,"Black, non-Hispanic",30-44,HS graduate or equivalent,Democrat,Male,43,10,9,10,10,9,10,9,10,10,10
405,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,False,10,Strongly favor,77,No opinion,33,"White, non-Hispanic",60+,Some college,Independent,Female,66,10,9,10,10,9,10,9,10,10,10
451,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,9,Very strongly favor,10,Strongly favor,33,"White, non-Hispanic",30-44,BA or above,Democrat,Female,39,9,9,9,9,9,9,9,10,9,9
513,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,2,Strongly oppose,10,Strongly favor,33,"White, non-Hispanic",60+,Some college,Republican,Female,71,1,1,2,1,3,2,1,1,1,1
6,Q6H,[The U.S. should intervene abroad when it is necessary to prevent genocide.] How strongly would you oppose or favor these?,Global Position,True,9,Very strongly favor,8,Strongly favor,33,"White, non-Hispanic",60+,Some college,Independent,Male,76,9,9,9,9,9,9,9,10,10,9
28,Q6H,[The U.S. should intervene abroad when it is necessary to prevent genocide.] How strongly would you oppose or favor these?,Global Position,True,3,Moderately oppose,1,Very strongly oppose,33,Hispanic,18-29,Some college,Democrat,Female,23,2,4,2,4,4,4,4,4,4,4
76,Q6H,[The U.S. should intervene abroad when it is necessary to prevent genocide.] How strongly would you oppose or favor these?,Global Position,True,8,Strongly favor,6,Slightly favor,33,"White, non-Hispanic",60+,BA or above,Independent,Male,69,8,8,9,9,9,9,9,9,9,9
213,Q6H,[The U.S. should intervene abroad when it is necessary to prevent genocide.] How strongly would you oppose or favor these?,Global Position,True,5,In the middle,8,Strongly favor,33,"White, non-Hispanic",30-44,BA or above,Independent,Male,39,6,6,7,7,6,6,6,6,6,7
310,Q6H,[The U.S. should intervene abroad when it is necessary to prevent genocide.] How strongly would you oppose or favor these?,Global Position,True,8,Strongly favor,5,In the middle,33,"White, non-Hispanic",30-44,BA or above,Independent,Female,41,9,8,8,9,9,9,9,9,9,9
343,Q6H,[The U.S. should intervene abroad when it is necessary to prevent genocide.] How strongly would you oppose or favor these?,Global Position,True,0,Extremely oppose,1,Very strongly oppose,33,"White, non-Hispanic",60+,BA or above,Republican,Female,68,10,10,0,0,10,10,10,0,10,10
358,Q6H,[The U.S. should intervene abroad when it is necessary to prevent genocide.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,8,Strongly favor,33,"Black, non-Hispanic",30-44,HS graduate or equivalent,Democrat,Male,43,10,10,10,10,10,10,10,10,10,10
405,Q6H,[The U.S. should intervene abroad when it is necessary to prevent genocide.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,7,Moderately favor,33,"White, non-Hispanic",60+,Some college,Independent,Female,66,10,10,10,10,10,10,9,10,10,10
451,Q6H,[The U.S. should intervene abroad when it is necessary to prevent genocide.] How strongly would you oppose or favor these?,Global Position,True,8,Strongly favor,8,Strongly favor,33,"White, non-Hispanic",30-44,BA or above,Democrat,Female,39,9,8,8,9,9,9,9,9,9,9
513,Q6H,[The U.S. should intervene abroad when it is necessary to prevent genocide.] How strongly would you oppose or favor these?,Global Position,True,9,Very strongly favor,7,Moderately favor,33,"White, non-Hispanic",60+,Some college,Republican,Female,71,9,9,9,9,9,9,9,9,9,9
6,Q6I,[The U.S. should increase military spending by up to five percent per year for the next few years to meet rising global challenges and ensure readiness.] How strongly would you oppose or favor these?,Global Position,True,9,Very strongly favor,9,Very strongly favor,33,"White, non-Hispanic",60+,Some college,Independent,Male,76,8,8,8,8,9,8,9,8,8,8
28,Q6I,[The U.S. should increase military spending by up to five percent per year for the next few years to meet rising global challenges and ensure readiness.] How strongly would you oppose or favor these?,Global Position,True,0,Extremely oppose,0,Extremely oppose,33,Hispanic,18-29,Some college,Democrat,Female,23,0,0,0,0,0,0,0,0,0,0
76,Q6I,[The U.S. should increase military spending by up to five percent per year for the next few years to meet rising global challenges and ensure readiness.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,6,Slightly favor,33,"White, non-Hispanic",60+,BA or above,Independent,Male,69,9,9,9,9,9,9,9,10,10,9
213,Q6I,[The U.S. should increase military spending by up to five percent per year for the next few years to meet rising global challenges and ensure readiness.] How strongly would you oppose or favor these?,Global Position,True,0,Extremely oppose,0,Extremely oppose,33,"White, non-Hispanic",30-44,BA or above,Independent,Male,39,0,0,2,0,0,0,2,0,0,0
310,Q6I,[The U.S. should increase military spending by up to five percent per year for the next few years to meet rising global challenges and ensure readiness.] How strongly would you oppose or favor these?,Global Position,True,4,Slightly oppose,1,Very strongly oppose,33,"White, non-Hispanic",30-44,BA or above,Independent,Female,41,5,3,3,5,3,5,3,5,3,3
343,Q6I,[The U.S. should increase military spending by up to five percent per year for the next few years to meet rising global challenges and ensure readiness.] How strongly would you oppose or favor these?,Global Position,True,5,In the middle,6,Slightly favor,33,"White, non-Hispanic",60+,BA or above,Republican,Female,68,6,6,7,6,6,7,6,6,6,6
358,Q6I,[The U.S. should increase military spending by up to five percent per year for the next few years to meet rising global challenges and ensure readiness.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,2,Strongly oppose,33,"Black, non-Hispanic",30-44,HS graduate or equivalent,Democrat,Male,43,9,9,9,9,9,9,9,9,10,9
405,Q6I,[The U.S. should increase military spending by up to five percent per year for the next few years to meet rising global challenges and ensure readiness.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,2,Strongly oppose,33,"White, non-Hispanic",60+,Some college,Independent,Female,66,9,9,9,9,9,9,9,9,10,9
451,Q6I,[The U.S. should increase military spending by up to five percent per year for the next few years to meet rising global challenges and ensure readiness.] How strongly would you oppose or favor these?,Global Position,True,4,Slightly oppose,1,Very strongly oppose,33,"White, non-Hispanic",30-44,BA or above,Democrat,Female,39,5,3,3,3,3,5,3,5,3,3
513,Q6I,[The U.S. should increase military spending by up to five percent per year for the next few years to meet rising global challenges and ensure readiness.] How strongly would you oppose or favor these?,Global Position,True,8,Strongly favor,5,In the middle,33,"White, non-Hispanic",60+,Some college,Republican,Female,71,8,8,8,9,9,9,9,9,9,9
6,Q6J,[The US should use diplomacy and financial support to promote democracy and human rights throughout the world.] How strongly would you oppose or favor these?,Global Position,True,3,Moderately oppose,4,Slightly oppose,33,"White, non-Hispanic",60+,Some college,Independent,Male,76,5,4,2,2,4,5,4,4,4,5
28,Q6J,[The US should use diplomacy and financial support to promote democracy and human rights throughout the world.] How strongly would you oppose or favor these?,Global Position,True,7,Moderately favor,6,Slightly favor,33,Hispanic,18-29,Some college,Democrat,Female,23,8,8,8,8,8,8,8,8,8,8
76,Q6J,[The US should use diplomacy and financial support to promote democracy and human rights throughout the world.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,7,Moderately favor,33,"White, non-Hispanic",60+,BA or above,Independent,Male,69,10,10,10,10,9,10,9,10,10,10
213,Q6J,[The US should use diplomacy and financial support to promote democracy and human rights throughout the world.] How strongly would you oppose or favor these?,Global Position,True,7,Moderately favor,9,Very strongly favor,33,"White, non-Hispanic",30-44,BA or above,Independent,Male,39,8,8,8,8,8,8,8,8,8,8
310,Q6J,[The US should use diplomacy and financial support to promote democracy and human rights throughout the world.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,8,Strongly favor,33,"White, non-Hispanic",30-44,BA or above,Independent,Female,41,9,10,9,10,9,10,9,10,10,10
343,Q6J,[The US should use diplomacy and financial support to promote democracy and human rights throughout the world.] How strongly would you oppose or favor these?,Global Position,True,0,Extremely oppose,6,Slightly favor,33,"White, non-Hispanic",60+,BA or above,Republican,Female,68,10,10,10,10,10,10,9,10,0,10
358,Q6J,[The US should use diplomacy and financial support to promote democracy and human rights throughout the world.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,33,"Black, non-Hispanic",30-44,HS graduate or equivalent,Democrat,Male,43,10,10,10,10,9,10,9,10,10,10
405,Q6J,[The US should use diplomacy and financial support to promote democracy and human rights throughout the world.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,33,"White, non-Hispanic",60+,Some college,Independent,Female,66,9,10,9,10,9,10,9,10,10,10
451,Q6J,[The US should use diplomacy and financial support to promote democracy and human rights throughout the world.] How strongly would you oppose or favor these?,Global Position,True,7,Moderately favor,9,Very strongly favor,33,"White, non-Hispanic",30-44,BA or above,Democrat,Female,39,8,8,8,8,8,8,8,8,8,8
513,Q6J,[The US should use diplomacy and financial support to promote democracy and human rights throughout the world.] How strongly would you oppose or favor these?,Global Position,True,2,Strongly oppose,7,Moderately favor,33,"White, non-Hispanic",60+,Some college,Republican,Female,71,6,4,4,6,8,5,4,5,4,6
9,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,0,Extremely oppose,1,Very strongly oppose,34,"White, non-Hispanic",60+,Some college,Democrat,Female,65,0,0,2,0,1,0,2,2,0,0
15,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,4,Slightly oppose,7,Moderately favor,34,Hispanic,18-29,BA or above,Democrat,Female,24,3,3,3,3,3,3,3,3,3,3
72,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,6,Slightly favor,7,Moderately favor,34,"White, non-Hispanic",60+,Some college,Democrat,Female,79,7,7,7,7,7,5,7,5,7,7
87,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,5,In the middle,6,Slightly favor,34,"White, non-Hispanic",45-59,Some college,Republican,Female,49,6,6,6,4,4,4,4,6,6,4
215,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,7,Moderately favor,8,Strongly favor,34,Hispanic,30-44,Some college,Democrat,Female,35,6,6,8,6,8,6,6,6,6,8
275,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,4,Slightly oppose,3,Moderately oppose,34,"White, non-Hispanic",60+,BA or above,Republican,Male,67,5,5,3,5,3,5,3,3,3,3
289,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,0,Extremely oppose,3,Moderately oppose,34,"White, non-Hispanic",45-59,Some college,Democrat,Male,57,0,0,2,1,2,1,0,0,0,0
306,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,3,Moderately oppose,4,Slightly oppose,34,"Black, non-Hispanic",18-29,BA or above,Democrat,Female,24,2,2,2,2,2,2,2,2,2,2
372,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,5,In the middle,5,In the middle,34,"2+, non-Hispanic",30-44,Some college,Democrat,Female,34,6,6,6,4,4,6,6,6,6,6
445,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,False,4,Slightly oppose,98,SKIPPED ON WEB/PAPI,34,Hispanic,30-44,BA or above,Democrat,Male,41,3,3,3,3,3,3,3,3,3,3
517,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,10,Strongly favor,5,In the middle,34,"White, non-Hispanic",60+,Some college,Independent,Female,66,9,8,8,9,9,8,9,9,8,9
9,Q2A,[Reduce the number of refuges allowed to resettle the US.] How strongly would you oppose or favor these?,Immigration,True,2,Strongly oppose,1,Very strongly oppose,34,"White, non-Hispanic",60+,Some college,Democrat,Female,65,1,1,1,1,1,2,2,1,1,1
15,Q2A,[Reduce the number of refuges allowed to resettle the US.] How strongly would you oppose or favor these?,Immigration,True,5,In the middle,2,Strongly oppose,34,Hispanic,18-29,BA or above,Democrat,Female,24,6,6,7,6,4,6,6,6,6,6
72,Q2A,[Reduce the number of refuges allowed to resettle the US.] How strongly would you oppose or favor these?,Immigration,True,5,In the middle,4,Slightly oppose,34,"White, non-Hispanic",60+,Some college,Democrat,Female,79,6,6,6,6,6,4,6,6,6,6
87,Q2A,[Reduce the number of refuges allowed to resettle the US.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,9,Very strongly favor,34,"White, non-Hispanic",45-59,Some college,Republican,Female,49,8,8,8,8,9,8,9,8,8,8
215,Q2A,[Reduce the number of refuges allowed to resettle the US.] How strongly would you oppose or favor these?,Immigration,True,4,Slightly oppose,6,Slightly favor,34,Hispanic,30-44,Some college,Democrat,Female,35,5,3,3,3,3,3,3,3,3,3
275,Q2A,[Reduce the number of refuges allowed to resettle the US.] How strongly would you oppose or favor these?,Immigration,True,6,Slightly favor,3,Moderately oppose,34,"White, non-Hispanic",60+,BA or above,Republican,Male,67,5,7,7,7,7,5,7,5,7,7
289,Q2A,[Reduce the number of refuges allowed to resettle the US.] How strongly would you oppose or favor these?,Immigration,True,3,Moderately oppose,3,Moderately oppose,34,"White, non-Hispanic",45-59,Some college,Democrat,Male,57,2,2,2,2,4,4,2,2,2,4
306,Q2A,[Reduce the number of refuges allowed to resettle the US.] How strongly would you oppose or favor these?,Immigration,True,0,Extremely oppose,0,Extremely oppose,34,"Black, non-Hispanic",18-29,BA or above,Democrat,Female,24,0,0,0,0,0,0,0,0,0,0
372,Q2A,[Reduce the number of refuges allowed to resettle the US.] How strongly would you oppose or favor these?,Immigration,True,8,Strongly favor,10,Strongly favor,34,"2+, non-Hispanic",30-44,Some college,Democrat,Female,34,6,6,7,6,6,7,7,7,7,7
445,Q2A,[Reduce the number of refuges allowed to resettle the US.] How strongly would you oppose or favor these?,Immigration,True,4,Slightly oppose,2,Strongly oppose,34,Hispanic,30-44,BA or above,Democrat,Male,41,5,5,3,3,3,5,3,3,3,3
517,Q2A,[Reduce the number of refuges allowed to resettle the US.] How strongly would you oppose or favor these?,Immigration,True,7,Moderately favor,3,Moderately oppose,34,"White, non-Hispanic",60+,Some college,Independent,Female,66,6,6,8,6,6,6,6,6,6,6
9,Q2B,[Increase personnel to process asylum seekers' claims faster.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,10,Strongly favor,34,"White, non-Hispanic",60+,Some college,Democrat,Female,65,10,10,10,10,9,10,9,10,10,10
15,Q2B,[Increase personnel to process asylum seekers' claims faster.] How strongly would you oppose or favor these?,Immigration,True,7,Moderately favor,10,Strongly favor,34,Hispanic,18-29,BA or above,Democrat,Female,24,8,8,8,8,8,8,8,8,8,8
72,Q2B,[Increase personnel to process asylum seekers' claims faster.] How strongly would you oppose or favor these?,Immigration,True,7,Moderately favor,7,Moderately favor,34,"White, non-Hispanic",60+,Some college,Democrat,Female,79,8,8,8,8,8,8,8,8,8,8
87,Q2B,[Increase personnel to process asylum seekers' claims faster.] How strongly would you oppose or favor these?,Immigration,True,0,Extremely oppose,1,Very strongly oppose,34,"White, non-Hispanic",45-59,Some college,Republican,Female,49,0,0,0,2,0,0,2,0,0,0
215,Q2B,[Increase personnel to process asylum seekers' claims faster.] How strongly would you oppose or favor these?,Immigration,True,4,Slightly oppose,8,Strongly favor,34,Hispanic,30-44,Some college,Democrat,Female,35,6,6,3,6,6,5,6,6,3,3
275,Q2B,[Increase personnel to process asylum seekers' claims faster.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,10,Strongly favor,34,"White, non-Hispanic",60+,BA or above,Republican,Male,67,9,9,10,9,9,9,9,10,9,9
289,Q2B,[Increase personnel to process asylum seekers' claims faster.] How strongly would you oppose or favor these?,Immigration,True,8,Strongly favor,10,Strongly favor,34,"White, non-Hispanic",45-59,Some college,Democrat,Male,57,9,8,9,9,9,9,9,9,9,9
306,Q2B,[Increase personnel to process asylum seekers' claims faster.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,10,Strongly favor,34,"Black, non-Hispanic",18-29,BA or above,Democrat,Female,24,10,10,10,10,10,10,10,10,10,10
372,Q2B,[Increase personnel to process asylum seekers' claims faster.] How strongly would you oppose or favor these?,Immigration,True,8,Strongly favor,5,In the middle,34,"2+, non-Hispanic",30-44,Some college,Democrat,Female,34,9,8,9,9,9,9,9,9,9,9
445,Q2B,[Increase personnel to process asylum seekers' claims faster.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,10,Strongly favor,34,Hispanic,30-44,BA or above,Democrat,Male,41,10,10,10,10,10,10,10,10,10,10
517,Q2B,[Increase personnel to process asylum seekers' claims faster.] How strongly would you oppose or favor these?,Immigration,True,5,In the middle,7,Moderately favor,34,"White, non-Hispanic",60+,Some college,Independent,Female,66,6,6,7,6,6,6,6,6,6,6
9,Q2C,[Provide aid to reduce poverty and violence in Central America.] How strongly would you oppose or favor these?,Immigration,True,5,In the middle,10,Strongly favor,34,"White, non-Hispanic",60+,Some college,Democrat,Female,65,6,6,7,6,6,6,6,6,6,6
15,Q2C,[Provide aid to reduce poverty and violence in Central America.] How strongly would you oppose or favor these?,Immigration,True,7,Moderately favor,6,Slightly favor,34,Hispanic,18-29,BA or above,Democrat,Female,24,8,8,8,8,8,8,8,8,8,8
72,Q2C,[Provide aid to reduce poverty and violence in Central America.] How strongly would you oppose or favor these?,Immigration,True,6,Slightly favor,7,Moderately favor,34,"White, non-Hispanic",60+,Some college,Democrat,Female,79,7,7,7,7,7,7,7,7,7,7
87,Q2C,[Provide aid to reduce poverty and violence in Central America.] How strongly would you oppose or favor these?,Immigration,True,0,Extremely oppose,0,Extremely oppose,34,"White, non-Hispanic",45-59,Some college,Republican,Female,49,2,0,2,4,4,2,2,2,2,0
215,Q2C,[Provide aid to reduce poverty and violence in Central America.] How strongly would you oppose or favor these?,Immigration,True,7,Moderately favor,8,Strongly favor,34,Hispanic,30-44,Some college,Democrat,Female,35,8,8,8,8,8,8,8,8,8,8
275,Q2C,[Provide aid to reduce poverty and violence in Central America.] How strongly would you oppose or favor these?,Immigration,True,3,Moderately oppose,1,Very strongly oppose,34,"White, non-Hispanic",60+,BA or above,Republican,Male,67,5,4,2,4,4,4,2,4,4,4
289,Q2C,[Provide aid to reduce poverty and violence in Central America.] How strongly would you oppose or favor these?,Immigration,True,8,Strongly favor,7,Moderately favor,34,"White, non-Hispanic",45-59,Some college,Democrat,Male,57,9,8,9,9,9,9,9,9,9,9
306,Q2C,[Provide aid to reduce poverty and violence in Central America.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,9,Very strongly favor,34,"Black, non-Hispanic",18-29,BA or above,Democrat,Female,24,10,10,9,9,9,9,9,10,10,10
372,Q2C,[Provide aid to reduce poverty and violence in Central America.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,4,Slightly oppose,34,"2+, non-Hispanic",30-44,Some college,Democrat,Female,34,10,9,9,10,9,9,9,10,10,10
445,Q2C,[Provide aid to reduce poverty and violence in Central America.] How strongly would you oppose or favor these?,Immigration,True,9,Very strongly favor,5,In the middle,34,Hispanic,30-44,BA or above,Democrat,Male,41,9,9,9,9,9,9,9,10,9,9
517,Q2C,[Provide aid to reduce poverty and violence in Central America.] How strongly would you oppose or favor these?,Immigration,True,5,In the middle,7,Moderately favor,34,"White, non-Hispanic",60+,Some college,Independent,Female,66,6,6,6,6,6,6,6,6,6,6
9,Q2D,[Increase the number of visas for skilled workers to move to the US.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,10,Strongly favor,34,"White, non-Hispanic",60+,Some college,Democrat,Female,65,10,10,9,10,10,10,9,10,10,10
